rating_count_tot,rating_count_ver,user_rating,user_rating_ver,prime_genre,sup_devices.num,lang.num,SizeCatg,PriceCatg
16819,348,3,5.0,1,37,12,1,0
14214,11,3,3.5,5,37,1,0,1
39501,741,3,5.0,1,37,23,0,0
203,84,3,4.5,1,37,1,0,0
210,2,2,2.0,1,24,1,1,1
48,3,3,5.0,1,37,1,1,0
24314,123,3,3.5,5,38,14,1,1
12770,18,3,3.5,5,40,1,0,1
428,0,3,0.0,1,38,2,1,0
8568,1902,3,4.5,5,43,1,0,1
8404,79,3,4.5,5,40,3,0,1
46922,414,3,4.5,1,37,1,1,0
1341,266,3,4.5,1,38,9,0,0
2130805,579,3,4.5,5,38,18,1,0
298,20,3,5.0,2,24,8,0,1
31311,83,3,4.5,5,38,14,1,0
397,5,2,3.0,1,37,1,0,1
21082,37,2,3.5,2,37,1,1,0
8077,29,2,2.0,2,37,1,1,0
5703,13,2,3.0,2,37,1,1,0
2798,529,2,4.0,5,43,2,1,1
39436,6,2,1.5,2,37,1,0,0
0,0,1,0.0,1,37,1,1,1
1000,15,3,4.5,5,38,5,1,1
141960,579,3,4.5,1,37,30,0,0
59,3,2,3.5,1,38,1,0,1
12319,0,3,0.0,1,37,4,0,1
93781,0,3,0.0,1,37,4,0,0
69624,58269,3,4.5,5,43,1,1,0
20065,113,3,4.0,2,24,13,0,0
78,0,3,0.0,1,37,1,1,0
350,170,2,3.5,1,43,1,0,1
360,4,3,5.0,5,40,1,2,1
9119,1541,3,4.5,5,43,2,0,1
3389,203,3,4.5,5,40,1,1,1
12508,810,3,4.0,1,38,10,0,0
78918,4345,3,4.5,5,43,1,2,0
65201,148,3,4.0,5,38,13,1,0
1,1,3,5.0,5,43,1,2,1
26259,38,3,3.5,5,37,1,1,0
39,39,3,4.0,5,26,7,1,1
3711,525,3,4.5,1,38,27,0,0
112,9,2,3.5,1,37,1,0,1
9453,11,3,4.5,5,25,1,1,1
1571,9,2,1.5,1,37,1,0,0
1775,161,2,3.5,5,43,1,0,1
122081,49,3,4.0,5,38,1,1,0
372,24,3,4.0,1,40,15,2,1
41,0,3,0.0,1,37,1,0,0
809,4,2,3.0,1,37,1,0,0
239,2,3,5.0,1,38,29,1,1
138,0,2,0.0,1,37,1,0,1
403,5,2,1.0,2,37,1,0,0
21325,195,3,4.5,5,37,13,1,1
9975,15,3,3.0,1,37,1,0,0
83784,358,3,4.5,5,38,33,2,0
32492,2346,3,4.5,5,38,14,1,0
7496,79,3,4.5,1,37,5,0,0
0,0,1,0.0,1,37,1,0,1
14,0,3,0.0,1,38,3,0,1
16221,165,3,4.5,1,37,1,1,0
55750,163,2,3.0,1,37,37,0,0
1678,4,3,5.0,5,40,1,2,1
7573,884,3,4.5,1,37,11,1,1
2228,252,3,4.0,5,43,1,2,1
121,42,3,4.0,1,43,15,0,1
2079,760,3,4.5,1,40,9,0,1
68911,2137,3,4.0,5,38,14,1,0
443,12,3,4.0,5,37,1,1,1
684,0,3,0.0,1,37,2,0,0
2089,278,3,5.0,5,38,1,0,1
14247,320,3,4.5,5,43,1,2,1
25517,273,3,4.0,5,38,8,0,1
77,2,3,4.5,1,37,18,0,1
113959,707,3,4.5,5,38,1,1,0
287,0,3,0.0,2,38,1,0,0
1566,402,2,3.5,1,40,16,1,0
1,1,3,4.0,5,43,1,0,1
90414,44,3,4.0,1,37,31,0,0
126,4,2,1.5,1,37,31,0,1
20,1,3,5.0,1,37,7,0,1
60,7,2,4.5,1,37,1,0,1
1158,4,3,5.0,1,38,1,0,1
1087,895,3,4.5,5,43,1,0,1
7315,161,3,3.0,5,37,11,2,1
12181,76,3,4.5,5,24,6,0,1
21432,269,3,4.5,5,40,6,1,0
222,1,2,3.0,1,37,1,0,1
168674,252,3,4.5,5,37,11,2,0
1565,1,3,5.0,5,37,1,0,1
47172,28,2,2.5,1,37,31,1,0
8,0,2,0.0,5,40,16,0,0
321,112,3,4.5,1,43,1,0,1
1155,10,3,5.0,1,37,4,0,1
7131,17,3,4.5,5,38,13,0,0
1810,15,3,4.0,1,37,6,0,1
416736,19076,3,4.5,5,38,10,0,0
40531,10,3,4.5,1,37,22,1,0
249,1,2,2.0,1,37,26,0,1
0,0,1,0.0,5,38,1,1,1
278166,0,2,0.0,1,37,34,1,0
68,29,1,2.0,2,43,1,0,1
22729,997,3,5.0,1,37,1,0,0
313,16,3,4.5,1,24,1,0,1
95,22,3,4.0,1,37,23,0,1
594,10,2,3.5,1,24,1,0,0
2760,187,3,5.0,5,16,2,2,2
19018,81,3,4.5,5,24,1,1,0
43667,1109,3,4.5,2,37,3,0,0
1335,9,3,4.5,1,38,3,0,1
1158,5,3,3.0,1,37,1,0,0
117,7,3,2.5,1,38,1,2,1
37,2,3,3.5,1,37,21,0,0
0,0,1,0.0,1,38,1,1,1
0,0,1,0.0,1,38,1,1,1
0,0,1,0.0,1,38,1,1,1
1815,6,3,4.5,5,38,8,1,1
16683,23,3,4.0,1,37,13,0,0
1135,213,3,5.0,5,38,11,1,1
242,1,2,2.0,1,40,1,1,1
9095,411,3,4.5,1,37,31,0,0
56852,6,3,3.0,5,38,1,1,0
1504,40,3,4.5,5,40,1,0,1
42,20,3,4.0,5,39,2,1,1
22458,369,3,4.5,5,40,16,1,0
28606,955,3,4.5,1,38,19,0,0
2434,7,3,5.0,1,38,1,1,0
18971,36,3,4.0,5,38,1,1,0
3069,1315,3,4.5,5,43,16,0,1
143040,114,2,4.0,1,37,42,1,0
2731,48,3,4.5,1,37,29,0,0
0,0,1,0.0,1,38,3,1,0
45574,34080,3,4.5,5,43,1,0,1
382,10,2,4.0,1,26,1,0,1
321,13,2,2.5,1,37,1,0,1
10748,1842,3,4.5,5,38,1,0,1
0,0,1,0.0,1,37,1,0,0
11065,35,3,3.5,5,37,1,0,1
5,0,2,0.0,1,38,2,1,0
0,0,1,0.0,1,26,2,0,1
274,4,3,5.0,5,38,4,1,1
8971,267,2,4.5,2,37,1,1,0
1221,6,2,3.0,1,37,1,0,0
641,22,2,3.5,1,24,10,0,1
11536,171,3,5.0,5,38,1,0,1
370,116,3,4.5,5,40,17,1,1
41,0,3,0.0,1,24,1,2,3
835,835,3,4.5,5,43,1,0,1
0,0,1,0.0,1,37,1,0,0
7553,29,3,3.5,2,37,9,0,0
474,3,3,5.0,1,40,1,1,0
143908,1056,3,5.0,5,24,1,2,1
112778,139,3,4.5,1,37,11,0,0
1275,8,2,4.0,1,37,1,0,1
632,0,3,0.0,1,37,1,1,1
35440,122,3,5.0,1,37,55,0,0
16385,6556,3,4.5,1,37,1,0,0
930,88,2,3.5,1,43,1,0,1
771,22,3,4.0,1,24,2,1,0
523,0,2,0.0,1,38,13,1,0
961794,2453,3,4.5,5,43,24,1,0
224,224,3,4.0,2,43,1,0,0
8573,42,3,4.0,5,37,11,1,0
36,1,1,1.0,1,37,3,0,1
11,0,2,0.0,1,37,2,0,0
301,13,2,3.5,1,24,6,0,1
143,14,2,3.5,5,37,9,1,1
1103,4,3,1.5,1,37,2,1,0
116,40,3,4.0,5,40,1,0,1
1291,30,3,3.5,5,24,1,1,1
869,1,3,1.0,1,24,1,0,0
32763,191,2,3.5,2,24,13,0,0
6977,893,3,4.5,5,43,1,0,1
2028,489,3,5.0,5,26,1,0,1
441,402,3,4.5,5,40,14,0,1
185,1,1,3.0,5,37,1,0,1
64925,1543,3,3.5,1,37,1,0,0
0,0,1,0.0,1,37,2,0,0
25,1,3,5.0,1,37,1,0,0
413,42,3,4.5,5,38,1,0,1
1951,1333,3,4.5,5,43,1,1,1
23655,376,3,4.5,5,37,1,1,0
177,10,2,3.0,1,38,1,0,0
164483,171,3,4.5,5,38,12,2,0
806,461,3,4.5,5,43,1,0,1
4059,28,3,4.0,1,40,19,0,1
5611,1549,3,5.0,1,38,9,0,1
895,164,3,4.5,5,24,1,1,1
65,17,3,5.0,5,43,1,0,1
493,2,3,4.5,1,38,13,1,1
1619,50,3,4.5,1,38,20,1,0
34138,7,3,3.5,5,37,1,1,0
22674,10,3,4.5,5,24,1,1,0
212,1,3,5.0,1,37,6,0,0
4231,288,3,4.0,2,38,7,0,0
2840,258,3,5.0,1,37,1,0,1
1034,859,3,5.0,1,37,21,1,0
3979,374,3,4.5,5,37,12,1,0
1133,142,3,4.5,5,37,1,0,1
2154,27,3,4.0,1,37,2,0,1
12916,1213,3,4.0,5,39,13,2,1
85535,1897,3,4.5,1,37,31,0,0
1880,118,2,3.5,1,37,7,0,1
44313,0,3,0.0,1,37,1,1,0
0,0,1,0.0,5,37,1,0,1
13,0,3,0.0,1,38,1,0,0
9411,165,3,4.5,5,37,9,1,0
3101,61,3,4.5,1,37,12,1,0
2701,825,3,4.0,5,39,1,2,1
6542,145,2,1.5,1,37,10,0,0
123032,608,3,4.5,5,40,5,1,0
1107,27,3,4.5,5,40,7,2,1
19977,828,3,4.5,1,37,1,0,0
10,0,2,0.0,2,37,2,0,0
277268,223,3,4.5,5,38,12,1,0
26,13,2,3.0,1,26,1,0,0
0,0,1,0.0,1,40,16,0,0
1474,125,3,4.5,5,38,1,2,1
4432,61,3,4.5,5,40,1,1,1
2896,17,3,3.0,1,37,1,1,0
0,0,1,0.0,1,37,1,0,1
8,0,3,0.0,1,37,2,0,1
4006,60,3,4.5,5,37,11,0,1
42078,141,3,4.5,5,40,15,1,1
8,0,3,0.0,1,37,2,0,0
1782,114,3,4.5,1,40,1,0,1
850,448,3,4.5,5,43,2,1,1
108183,186,3,4.5,5,37,1,1,0
47,0,3,0.0,1,38,2,0,0
23,0,2,0.0,1,38,2,0,1
177,0,1,0.0,1,38,1,0,0
188,0,3,0.0,1,38,1,0,0
11687,11687,3,4.5,5,43,1,0,1
46363,213,3,4.5,1,37,9,1,0
581,0,2,0.0,1,38,1,0,0
1033,8,3,3.5,1,24,2,1,0
0,0,1,0.0,1,43,3,0,1
191,1,3,5.0,1,38,1,1,1
28341,184,3,5.0,5,24,15,1,1
28633,402,3,3.5,1,38,29,0,0
504,171,2,4.0,5,40,1,2,1
3090,869,3,4.5,5,43,1,0,1
0,0,1,0.0,1,40,2,0,0
132,31,2,3.0,1,40,2,0,1
35,8,3,5.0,1,37,15,0,1
333,140,3,4.5,1,37,1,0,1
29,0,2,0.0,2,38,2,0,0
7309,136,3,5.0,1,24,3,0,1
278,0,3,0.0,2,37,13,1,1
33,1,3,5.0,5,38,2,0,1
1207,264,2,3.5,1,26,1,2,1
130,22,3,3.5,1,40,1,2,1
743,22,2,3.5,2,40,3,2,1
43,0,2,0.0,1,37,1,0,0
8661,117,3,4.0,5,43,10,1,1
28439,1067,3,5.0,1,37,1,1,1
139,23,3,5.0,5,40,16,0,1
1110,30,1,2.0,1,38,25,0,0
0,0,1,0.0,1,37,2,0,1
245,22,3,4.5,2,37,8,0,1
3379,776,3,5.0,2,37,1,0,1
49510,90,2,2.0,1,37,1,0,0
10703,0,3,0.0,5,40,11,0,1
23349,308,3,4.0,1,40,18,0,1
162701,1881,3,4.5,1,37,24,0,0
3909,53,3,5.0,1,37,22,0,0
11,0,3,0.0,1,37,1,0,0
3434,58,3,5.0,1,37,15,0,1
1186,23,3,4.5,1,37,15,0,1
7717,1748,3,4.0,5,43,1,2,1
15185,407,3,5.0,1,37,1,0,0
181384,1766,3,4.5,5,37,1,0,0
29,0,2,0.0,1,37,1,0,0
336,8,2,3.5,1,37,1,0,0
39391,1724,3,4.5,2,37,1,0,0
819,49,3,4.0,5,43,1,0,1
965,15,3,2.0,1,38,6,0,1
46705,1118,3,4.5,5,38,13,2,0
5214,76,3,4.5,5,40,1,1,1
9879,192,3,5.0,1,37,32,1,0
295211,91,3,4.0,5,38,1,1,0
209,103,3,4.0,5,43,1,0,1
117338,22708,3,4.5,5,43,15,1,0
14057,79,3,4.5,1,37,1,0,1
0,0,1,0.0,1,38,1,1,1
4965,301,3,4.5,5,40,5,2,1
42,0,1,0.0,1,37,2,1,0
3748,176,3,4.0,5,38,8,1,1
1987,5,3,4.5,2,24,1,1,0
1685,112,3,4.5,1,37,18,0,1
17203,553,3,4.5,5,43,15,1,1
22324,543,3,4.5,5,40,6,0,0
18822,25,3,4.0,5,37,10,2,1
540,240,3,4.0,5,43,2,0,1
80,35,3,4.5,5,43,1,0,1
4558,225,3,4.5,5,40,12,2,2
34677,313,3,4.5,1,37,6,1,0
3783,804,3,4.0,5,40,20,0,0
259,259,3,4.5,5,24,1,2,1
1033,211,3,4.5,5,39,1,2,1
2630,1469,3,5.0,5,43,2,0,1
612532,410,3,4.5,5,39,13,2,0
115,1,3,4.0,5,43,1,1,0
401,39,3,4.5,1,40,15,0,1
6263,172,3,4.5,1,37,28,1,1
2739,4,2,3.5,5,38,16,1,0
22100,1939,3,5.0,1,37,11,1,1
15605,1288,3,4.5,1,37,23,0,0
18758,44,3,4.0,5,40,9,2,1
3164,107,3,4.5,5,37,1,1,1
108,10,2,4.0,5,39,1,0,1
96534,188,3,4.5,1,37,6,1,0
4878,209,3,4.5,1,37,3,0,0
11021,9,3,4.5,1,37,16,1,0
2951,505,3,5.0,1,11,32,0,1
113709,18,3,4.5,1,37,45,1,0
697,8,2,3.0,1,38,4,0,1
129,2,3,4.5,1,37,2,0,0
1628,14,3,5.0,5,38,13,0,1
20113,1153,3,4.5,5,43,8,2,1
11000,935,3,4.5,5,38,13,0,1
196,2,3,4.5,1,37,9,0,1
16555,1776,3,4.0,1,38,11,0,0
2207,20,2,1.5,1,24,2,0,0
4645,28,3,4.5,1,37,2,0,0
235,121,3,4.5,1,38,6,0,1
482,24,2,1.0,1,25,29,0,1
0,0,1,0.0,1,37,2,0,0
41266,153,3,3.5,5,38,11,2,0
0,0,1,0.0,5,40,1,1,0
28902,92,3,4.5,5,38,10,1,0
16852,457,3,4.5,5,37,1,2,0
0,0,1,0.0,1,37,4,0,0
4678,205,3,4.0,5,38,19,0,1
95,21,2,3.5,5,24,1,2,1
0,0,1,0.0,1,37,1,1,0
365,3,3,4.5,5,37,1,0,1
1385,25,3,4.5,1,37,5,2,0
109,2,3,3.0,2,37,15,0,0
61,35,3,4.5,5,43,1,0,1
12177,184,3,3.5,2,37,4,1,0
128,0,3,0.0,1,38,2,1,1
93,15,2,2.5,1,40,1,0,1
418033,419,3,4.5,5,37,7,1,0
571,214,3,4.5,1,38,1,0,1
6088,196,3,5.0,2,37,1,0,0
4806,153,3,4.5,1,38,5,0,1
17,2,3,5.0,1,37,1,0,0
4996,732,3,4.5,5,38,8,2,1
179111,167,3,4.5,5,38,12,1,0
12,2,3,3.0,1,40,2,2,1
729,194,2,3.5,2,38,2,0,0
8341,156,2,4.5,1,37,29,1,0
160,12,3,4.0,1,37,22,0,1
82,2,2,5.0,1,38,1,0,0
297,17,3,4.5,1,24,1,2,2
14,0,3,0.0,1,38,1,0,1
9010,165,2,1.0,2,37,12,0,0
14268,80,3,3.5,1,37,11,1,0
1051,43,3,5.0,5,40,1,1,1
154911,1253,3,4.0,1,37,34,1,0
46859,2808,3,4.5,5,38,1,0,0
1175,0,3,0.0,1,37,6,0,1
0,0,1,0.0,2,43,2,0,0
124,9,3,4.5,1,40,15,1,1
0,0,1,0.0,1,37,2,0,0
308,56,3,4.0,5,39,22,1,1
155,63,2,3.5,5,43,1,1,1
1225,63,3,4.0,1,37,1,0,1
150,120,3,4.0,5,43,1,0,1
181,14,3,4.0,2,24,1,0,1
159,1,2,2.0,1,38,2,0,1
76,4,3,5.0,1,38,2,0,1
134,11,2,3.5,2,37,6,0,0
15430,63,3,4.5,5,37,1,2,1
18749,119,3,4.5,1,38,1,1,0
840,0,2,0.0,1,37,1,0,0
47999,691,3,4.5,1,37,33,2,0
10939,92,3,4.5,1,37,33,2,0
2057,109,3,4.5,5,40,1,1,0
24430,357,3,4.5,1,37,33,2,0
5,0,3,0.0,1,37,2,1,2
3936,3,3,3.5,5,38,1,2,0
3779,14,3,4.5,1,37,9,0,0
0,0,1,0.0,1,38,2,0,0
29078,6,3,4.0,1,37,21,1,0
2433,10,2,4.5,1,37,1,1,1
2369,11,3,5.0,2,37,8,1,0
206,15,3,4.5,1,37,1,0,1
105,28,3,4.5,1,38,1,0,1
2319,40,3,4.0,1,37,2,0,1
11174,0,2,0.0,1,37,16,0,0
13,2,2,3.5,5,43,1,0,1
1,1,3,5.0,2,38,2,1,0
11040,644,3,4.5,1,37,11,1,0
1191,572,3,4.5,5,40,1,1,0
2431,14,3,4.5,1,37,1,0,0
1,1,1,1.0,1,37,1,0,0
50,0,3,0.0,1,37,11,0,1
181,3,3,3.5,5,37,5,1,1
687,19,2,2.5,1,37,6,0,0
1356,73,2,2.5,1,38,1,0,0
421,174,3,4.5,5,43,2,0,1
0,0,1,0.0,2,40,1,0,0
27421,2544,3,4.5,1,38,12,0,0
2145,189,3,4.5,5,39,7,1,1
7,0,2,0.0,1,37,1,0,1
26,3,2,1.0,5,40,1,0,1
754,21,3,4.0,5,40,3,0,0
56,17,3,4.0,5,43,16,0,1
25193,245,3,5.0,1,37,2,0,0
97,0,3,0.0,1,38,2,0,0
3,3,2,3.5,5,43,12,0,1
10534,20,3,5.0,1,37,1,0,1
11322,10,3,4.5,1,37,1,0,1
307,152,3,4.5,1,40,6,0,1
2082,12,3,5.0,1,37,6,1,0
0,0,1,0.0,2,37,1,0,0
90355,150,2,1.5,1,37,25,0,0
2505,0,3,0.0,5,37,1,0,1
130,10,1,1.5,1,37,1,0,1
1,1,1,1.0,1,38,2,1,2
525,140,3,4.5,1,38,1,0,1
1941,154,3,4.5,5,43,1,0,1
2232,70,3,3.5,5,40,5,1,1
66002,3238,3,4.5,5,37,18,0,0
198,2,3,1.0,1,24,2,1,0
104,54,3,4.0,5,43,3,2,1
14,0,3,0.0,1,37,2,1,0
41428,20,3,4.5,5,24,14,1,0
3025,275,3,4.5,5,40,1,0,1
96,0,2,0.0,5,37,1,1,1
2,2,2,2.5,5,37,1,1,0
0,0,1,0.0,1,37,1,1,1
5230,73,3,4.5,5,38,11,1,0
80308,489,3,4.5,5,37,1,1,0
2298,63,3,4.5,5,40,1,0,1
14912,151,3,4.0,5,40,10,1,1
78,6,3,4.0,5,37,1,1,0
166,16,3,5.0,1,37,6,0,1
0,0,1,0.0,1,37,1,2,1
13237,102,2,3.5,2,37,13,0,0
464312,444,3,4.5,5,38,16,1,0
4422,2200,3,4.0,5,43,8,2,1
2747,183,3,5.0,1,37,1,2,2
53,42,3,4.5,1,40,25,0,1
1205,2,2,5.0,2,37,2,0,0
198050,94315,3,4.5,5,43,1,0,0
267394,1763,3,4.5,5,37,6,0,0
0,0,1,0.0,1,38,2,0,0
10477,10477,3,4.5,5,43,1,0,1
594,68,3,5.0,1,37,19,0,1
6419,531,3,5.0,5,40,1,1,1
11447,726,3,5.0,5,24,1,2,1
43770,722,3,4.5,5,38,5,2,0
6009,16,2,4.0,2,37,2,2,0
34,2,3,5.0,1,37,2,0,1
445,12,3,5.0,1,37,2,0,0
9875,33,3,4.0,5,37,9,1,0
4818,53,3,4.5,1,25,3,0,0
53,1,2,5.0,1,37,15,0,0
8014,59,3,5.0,1,37,1,0,0
322,13,3,5.0,1,37,1,0,1
5237,129,3,4.5,5,38,1,1,0
1044,1,3,5.0,5,37,1,0,1
0,0,1,0.0,1,37,1,2,1
440,23,3,4.0,1,38,1,0,0
9,1,2,3.0,1,37,1,0,0
570,5,3,4.0,5,37,16,0,1
186089,1010,3,4.5,5,37,1,1,0
411,11,2,4.5,2,40,15,0,1
6891,34,3,4.0,5,37,1,1,1
9095,3789,3,4.5,5,43,1,0,1
10604,3488,3,4.5,5,43,11,0,1
12402,338,3,4.0,1,24,2,0,0
4251,786,3,4.5,1,38,1,0,1
126233,22200,3,4.5,5,40,9,0,0
2972,1160,3,4.0,5,43,9,0,1
55548,97,3,3.5,5,38,8,2,0
418,52,3,4.5,5,39,6,0,1
19,5,2,2.0,1,38,1,0,1
53,2,2,3.0,1,24,10,0,1
2555,332,3,4.5,5,38,2,1,0
50,9,2,2.5,1,43,1,0,1
141634,1655,3,4.0,5,38,12,1,0
7643,110,3,4.5,1,38,12,0,1
22079,193,3,4.0,5,43,1,1,0
10514,86,3,5.0,5,38,2,1,0
38,1,2,1.0,5,40,10,1,1
2374,464,3,4.5,5,43,1,0,1
39501,4851,3,4.5,1,37,18,1,0
187579,286,3,4.5,5,38,14,1,0
138,0,3,0.0,1,24,1,0,0
8249,18,3,4.5,5,37,1,1,1
17254,237,3,4.5,5,40,3,0,0
9003,1038,3,4.5,5,40,10,0,1
4294,829,3,4.5,5,24,10,1,1
342,24,3,4.5,1,40,19,1,1
12,0,2,0.0,1,38,1,0,0
1808,212,3,5.0,5,43,12,1,2
964,3,3,5.0,1,37,32,1,1
1,1,1,1.0,1,38,1,0,1
0,0,1,0.0,1,38,1,2,1
35109,26,3,2.0,5,37,1,0,1
37673,9983,3,4.5,5,40,18,2,1
0,0,1,0.0,1,40,1,1,1
188568,2850,3,4.5,5,37,15,2,0
903,12,2,4.0,2,38,5,2,1
1257,2,3,4.5,5,37,1,1,1
8767,965,3,4.5,5,40,5,2,1
2196,63,3,4.5,1,37,8,2,0
25,1,2,1.0,1,37,30,0,0
431,326,3,5.0,1,38,1,0,0
16221,262,3,5.0,1,38,4,0,0
1193,38,2,3.5,2,37,8,0,0
57878,6343,3,5.0,1,37,8,1,1
1766,397,3,4.5,5,43,30,0,1
0,0,1,0.0,5,38,1,1,1
116620,6593,3,4.5,5,38,8,2,0
567,312,3,4.5,5,40,1,1,1
230,141,3,4.5,1,38,1,0,1
4057,111,3,4.0,1,37,3,1,0
6,0,3,0.0,1,24,1,0,0
1478,253,3,4.5,1,38,12,0,1
13142,77,3,4.0,5,43,8,1,0
15398,2492,3,4.0,5,43,7,1,1
75034,66,3,4.0,5,38,6,1,0
16,0,3,0.0,1,38,2,1,0
8,1,3,4.0,1,37,1,0,0
0,0,1,0.0,1,38,1,0,0
2500,162,3,4.5,5,38,1,1,0
864,0,3,0.0,2,37,13,0,1
10511,2201,3,4.5,1,37,9,0,0
7503,334,3,5.0,1,37,9,1,0
0,0,1,0.0,1,37,2,0,1
19784,1086,3,4.5,5,43,1,0,1
8311,101,3,4.5,2,38,13,0,0
527,17,3,4.5,1,40,19,1,1
9567,356,3,4.5,5,37,2,0,1
2758,53,3,3.5,5,37,1,1,0
41,6,2,4.5,1,37,29,0,1
67861,173,3,4.5,5,40,1,1,0
2846,89,3,2.5,5,38,11,1,1
34694,50,3,4.0,5,40,12,2,0
266440,6263,3,4.5,5,37,1,0,1
105,37,3,4.5,5,40,1,2,1
14,2,2,1.5,1,24,1,0,1
2485,2112,3,5.0,5,37,1,0,0
68,6,2,3.5,2,37,2,0,0
261,21,2,3.5,1,38,1,0,1
100035,195,3,3.5,5,37,1,1,0
24530,3551,3,4.5,1,38,5,1,1
662,22,3,3.5,5,38,1,1,1
308,10,3,5.0,5,38,1,1,1
172,4,1,3.0,1,37,1,0,0
900,5,3,4.0,5,37,1,0,0
2199,554,3,4.0,5,43,1,0,0
112603,537,3,4.5,1,37,39,1,0
1490,3,3,4.5,5,37,1,0,1
24,1,2,5.0,1,37,1,0,1
349,94,3,4.5,1,38,6,0,1
3,3,1,2.0,1,43,1,0,1
3473,619,3,4.0,5,43,1,1,1
70,11,2,1.5,1,37,17,0,0
11900,7,3,4.0,5,37,1,1,0
408,356,3,4.0,5,40,1,2,1
48032,899,3,4.0,5,40,1,0,0
1214,68,2,4.0,5,38,25,0,0
612,12,2,3.5,1,38,8,0,0
6,1,3,5.0,5,40,2,0,0
263,94,2,3.0,5,43,2,1,1
122868,176,3,4.0,5,37,11,1,0
6764,105,3,4.5,5,37,5,2,1
373,134,3,4.0,5,43,1,2,1
516,8,3,4.5,5,40,5,2,1
2152,241,3,5.0,1,37,3,0,1
14407,207,3,4.5,5,37,14,0,1
323,8,2,2.0,5,37,5,0,0
1338,202,3,4.5,1,37,1,0,1
3278,39,2,3.0,5,37,1,2,0
425,316,3,4.5,5,40,1,2,1
804,0,3,0.0,1,38,2,1,0
416,11,3,4.5,5,37,18,0,0
417,8,3,5.0,1,37,24,1,0
953,202,3,4.5,2,37,1,1,1
134080,451,3,5.0,5,37,1,1,0
452,340,3,4.5,5,40,1,2,1
20383,138,3,4.5,1,37,24,0,0
6407,267,3,4.5,1,37,10,1,0
304,18,3,3.5,1,37,10,1,1
0,0,1,0.0,1,37,2,1,0
1690,112,3,4.5,1,38,4,1,1
252,123,3,4.5,5,38,1,1,1
19,0,3,0.0,1,38,2,0,0
80801,953,3,4.5,5,38,14,1,0
0,0,1,0.0,1,40,1,2,1
22302,221,2,4.0,5,37,11,1,0
0,0,1,0.0,5,37,2,0,1
1522,277,3,4.0,5,36,1,2,1
151559,866,3,4.5,5,40,1,2,0
301182,3493,3,4.5,5,38,1,2,0
762,7,2,4.5,1,37,1,0,0
14402,104,3,4.5,1,37,4,0,0
98036,11022,3,4.5,5,37,5,1,1
261,84,3,4.5,5,37,10,1,1
537,2,3,5.0,1,37,10,0,1
1617,50,3,4.5,1,38,1,1,1
1286,289,2,3.0,2,40,1,2,1
9,9,3,4.0,2,43,2,0,1
144,62,3,5.0,5,40,16,0,1
11505,67,3,4.5,1,37,15,1,0
15053,1032,3,4.0,1,37,3,0,0
94,13,2,4.5,2,24,2,1,0
75793,953,3,3.5,5,37,10,2,0
40227,2371,3,4.5,5,24,2,0,0
64,10,2,3.5,1,43,0,0,1
36404,0,3,0.0,1,37,34,0,0
10,0,2,0.0,5,37,22,1,0
412,22,2,3.5,1,23,1,0,0
135,36,3,5.0,1,24,1,0,1
220,20,3,4.5,1,37,5,1,1
5,0,3,0.0,1,37,1,1,1
263,101,3,4.5,1,37,9,0,1
14,1,3,4.0,1,40,2,1,1
168,162,3,4.0,5,43,1,2,1
6482,409,3,4.5,1,37,1,1,0
6970,93,3,4.5,5,37,1,1,0
53415,2938,3,4.5,5,37,1,1,0
9731,1840,3,4.5,1,38,1,1,1
165,21,3,4.5,1,38,4,0,1
597,289,3,4.5,5,40,7,1,1
33724,64,3,4.5,5,37,1,1,0
21601,14,3,3.5,5,38,19,1,0
5233,0,3,0.0,1,37,3,0,0
608,96,3,5.0,5,40,10,1,1
852,852,2,3.5,5,35,6,2,1
2,2,2,3.5,1,26,16,0,1
111,12,2,3.5,1,37,1,0,0
306,79,3,4.0,1,40,1,0,1
7427,693,3,3.5,1,37,8,0,0
741,161,3,4.5,5,37,15,1,0
1772,545,3,4.5,5,43,1,2,1
542,366,2,4.0,1,24,1,1,0
60601,5645,3,4.5,5,38,1,0,0
818,180,3,4.0,1,38,11,0,1
438,3,3,4.5,1,37,1,2,1
218,12,3,4.0,1,40,18,1,1
330,30,2,3.0,1,37,1,0,1
581,8,3,5.0,1,37,14,0,1
1034,8,2,2.5,1,37,1,0,1
4475,177,3,4.0,5,40,1,2,0
945,95,3,5.0,5,40,1,1,1
6808,9,3,4.0,1,37,8,1,0
325,16,2,4.0,2,38,1,1,0
521,35,3,4.5,1,37,1,0,1
181,32,3,4.5,1,37,9,1,1
6055,34,3,4.0,5,24,20,2,0
169,57,3,4.5,5,38,1,0,1
11976,172,3,4.5,1,37,1,0,0
128,74,3,5.0,1,38,2,0,0
393469,34,3,3.5,5,37,26,1,0
2470,984,3,4.0,5,36,18,2,1
5030,1014,3,4.0,5,43,1,0,0
5102,114,3,4.0,1,40,18,0,1
47,2,3,4.0,5,40,1,0,1
23160,44,3,4.5,5,37,7,0,0
1875,176,3,4.5,1,37,14,0,1
146,24,2,1.5,1,24,1,1,0
2177,0,3,0.0,1,37,30,1,0
0,0,1,0.0,1,37,1,1,0
1189,11,3,3.5,1,37,6,0,1
111579,365,3,5.0,5,38,12,1,0
18072,129,3,4.0,5,40,1,0,0
155,71,3,4.0,1,37,2,0,1
